time unit: s, ADC_OF1, CS_ADC, MOSI, MISO, ADC_D1[13..0], ADC_D1[13], ADC_D1[12], ADC_D1[11], ADC_D1[10], ADC_D1[9], ADC_D1[8], ADC_D1[7], ADC_D1[6], ADC_D1[5], ADC_D1[4], ADC_D1[3], ADC_D1[2], ADC_D1[1], ADC_D1[0], 
294,0,1,1,1,-6052,1,0,1,0,0,0,0,1,0,1,1,1,0,0, 
295,0,1,1,1,-6052,1,0,1,0,0,0,0,1,0,1,1,1,0,0, 
296,0,1,1,1,-6048,1,0,1,0,0,0,0,1,1,0,0,0,0,0, 
297,0,1,1,1,-6050,1,0,1,0,0,0,0,1,0,1,1,1,1,0, 
298,0,1,1,1,-6050,1,0,1,0,0,0,0,1,0,1,1,1,1,0, 
299,0,1,1,1,-6052,1,0,1,0,0,0,0,1,0,1,1,1,0,0, 
300,0,1,1,1,-6055,1,0,1,0,0,0,0,1,0,1,1,0,0,1, 
301,0,1,1,1,-6054,1,0,1,0,0,0,0,1,0,1,1,0,1,0, 
302,0,1,1,1,-6051,1,0,1,0,0,0,0,1,0,1,1,1,0,1, 
303,0,1,1,1,-6053,1,0,1,0,0,0,0,1,0,1,1,0,1,1, 
304,0,1,1,1,-6052,1,0,1,0,0,0,0,1,0,1,1,1,0,0, 
305,0,1,1,1,-6051,1,0,1,0,0,0,0,1,0,1,1,1,0,1, 
306,0,1,1,1,-6049,1,0,1,0,0,0,0,1,0,1,1,1,1,1, 
307,0,1,1,1,-6050,1,0,1,0,0,0,0,1,0,1,1,1,1,0, 
308,0,1,1,1,-6052,1,0,1,0,0,0,0,1,0,1,1,1,0,0, 
309,0,1,1,1,-6051,1,0,1,0,0,0,0,1,0,1,1,1,0,1, 
310,0,1,1,1,-6053,1,0,1,0,0,0,0,1,0,1,1,0,1,1, 
311,0,1,1,1,-6056,1,0,1,0,0,0,0,1,0,1,1,0,0,0, 
312,0,1,1,1,-6034,1,0,1,0,0,0,0,1,1,0,1,1,1,0, 
313,0,1,1,1,-5898,1,0,1,0,0,0,1,1,1,1,0,1,1,0, 
314,0,1,1,1,-5603,1,0,1,0,1,0,0,0,0,1,1,1,0,1, 
315,0,1,1,1,-5207,1,0,1,0,1,1,1,0,1,0,1,0,0,1, 
316,0,1,1,1,-4794,1,0,1,1,0,1,0,1,0,0,0,1,1,0, 
317,0,1,1,1,-4433,1,0,1,1,1,0,1,0,1,0,1,1,1,1, 
318,0,1,1,1,-4151,1,0,1,1,1,1,1,1,0,0,1,0,0,1, 
319,0,1,1,1,-3955,1,1,0,0,0,0,1,0,0,0,1,1,0,1, 
320,0,1,1,1,-3817,1,1,0,0,0,1,0,0,0,1,0,1,1,1, 
321,0,1,1,1,-3723,1,1,0,0,0,1,0,1,1,1,0,1,0,1, 
322,0,1,1,1,-3661,1,1,0,0,0,1,1,0,1,1,0,0,1,1, 
323,0,1,1,1,-3626,1,1,0,0,0,1,1,1,0,1,0,1,1,0, 
324,0,1,1,1,-3606,1,1,0,0,0,1,1,1,1,0,1,0,1,0, 
325,0,1,1,1,-3603,1,1,0,0,0,1,1,1,1,0,1,1,0,1, 
326,0,1,1,1,-3602,1,1,0,0,0,1,1,1,1,0,1,1,1,0, 
327,0,1,1,1,-3605,1,1,0,0,0,1,1,1,1,0,1,0,1,1, 
328,0,1,1,1,-3612,1,1,0,0,0,1,1,1,1,0,0,1,0,0, 
329,0,1,1,1,-3623,1,1,0,0,0,1,1,1,0,1,1,0,0,1, 
330,0,1,1,1,-3638,1,1,0,0,0,1,1,1,0,0,1,0,1,0, 
331,0,1,1,1,-3654,1,1,0,0,0,1,1,0,1,1,1,0,1,0, 
332,0,1,1,1,-3670,1,1,0,0,0,1,1,0,1,0,1,0,1,0, 
333,0,1,1,1,-3684,1,1,0,0,0,1,1,0,0,1,1,1,0,0, 
334,0,1,1,1,-3695,1,1,0,0,0,1,1,0,0,1,0,0,0,1, 
335,0,1,1,1,-3707,1,1,0,0,0,1,1,0,0,0,0,1,0,1, 
336,0,1,1,1,-3719,1,1,0,0,0,1,0,1,1,1,1,0,0,1, 
337,0,1,1,1,-3727,1,1,0,0,0,1,0,1,1,1,0,0,0,1, 
338,0,1,1,1,-3735,1,1,0,0,0,1,0,1,1,0,1,0,0,1, 
339,0,1,1,1,-3741,1,1,0,0,0,1,0,1,1,0,0,0,1,1, 
340,0,1,1,1,-3755,1,1,0,0,0,1,0,1,0,1,0,1,0,1, 
341,0,1,1,1,-3764,1,1,0,0,0,1,0,1,0,0,1,1,0,0, 
342,0,1,1,1,-3775,1,1,0,0,0,1,0,1,0,0,0,0,0,1, 
343,0,1,1,1,-3785,1,1,0,0,0,1,0,0,1,1,0,1,1,1, 
344,0,1,1,1,-3792,1,1,0,0,0,1,0,0,1,1,0,0,0,0, 
345,0,1,1,1,-3796,1,1,0,0,0,1,0,0,1,0,1,1,0,0, 
346,0,1,1,1,-3801,1,1,0,0,0,1,0,0,1,0,0,1,1,1, 
347,0,1,1,1,-3807,1,1,0,0,0,1,0,0,1,0,0,0,0,1, 
348,0,1,1,1,-3813,1,1,0,0,0,1,0,0,0,1,1,0,1,1, 
349,0,1,1,1,-3818,1,1,0,0,0,1,0,0,0,1,0,1,1,0, 
350,0,1,1,1,-3820,1,1,0,0,0,1,0,0,0,1,0,1,0,0, 
351,0,1,1,1,-3822,1,1,0,0,0,1,0,0,0,1,0,0,1,0, 
352,0,1,1,1,-3824,1,1,0,0,0,1,0,0,0,1,0,0,0,0, 
353,0,1,1,1,-3824,1,1,0,0,0,1,0,0,0,1,0,0,0,0, 
354,0,1,1,1,-3824,1,1,0,0,0,1,0,0,0,1,0,0,0,0, 
355,0,1,1,1,-3822,1,1,0,0,0,1,0,0,0,1,0,0,1,0, 
356,0,1,1,1,-3827,1,1,0,0,0,1,0,0,0,0,1,1,0,1, 
357,0,1,1,1,-3829,1,1,0,0,0,1,0,0,0,0,1,0,1,1, 
358,0,1,1,1,-3832,1,1,0,0,0,1,0,0,0,0,1,0,0,0, 
359,0,1,1,1,-3832,1,1,0,0,0,1,0,0,0,0,1,0,0,0, 
360,0,1,1,1,-3832,1,1,0,0,0,1,0,0,0,0,1,0,0,0, 
361,0,1,1,1,-3830,1,1,0,0,0,1,0,0,0,0,1,0,1,0, 
362,0,1,1,1,-3825,1,1,0,0,0,1,0,0,0,0,1,1,1,1, 
363,0,1,1,1,-3829,1,1,0,0,0,1,0,0,0,0,1,0,1,1, 
364,0,1,1,1,-3831,1,1,0,0,0,1,0,0,0,0,1,0,0,1, 
365,0,1,1,1,-3833,1,1,0,0,0,1,0,0,0,0,0,1,1,1, 
366,0,1,1,1,-3837,1,1,0,0,0,1,0,0,0,0,0,0,1,1, 
367,0,1,1,1,-3832,1,1,0,0,0,1,0,0,0,0,1,0,0,0, 
368,0,1,1,1,-3832,1,1,0,0,0,1,0,0,0,0,1,0,0,0, 
369,0,1,1,1,-3828,1,1,0,0,0,1,0,0,0,0,1,1,0,0, 
370,0,1,1,1,-3824,1,1,0,0,0,1,0,0,0,1,0,0,0,0, 
371,0,1,1,1,-3825,1,1,0,0,0,1,0,0,0,0,1,1,1,1, 
372,0,1,1,1,-3822,1,1,0,0,0,1,0,0,0,1,0,0,1,0, 
373,0,1,1,1,-3822,1,1,0,0,0,1,0,0,0,1,0,0,1,0, 
374,0,1,1,1,-3826,1,1,0,0,0,1,0,0,0,0,1,1,1,0, 
375,0,1,1,1,-3828,1,1,0,0,0,1,0,0,0,0,1,1,0,0, 
376,0,1,1,1,-3829,1,1,0,0,0,1,0,0,0,0,1,0,1,1, 
377,0,1,1,1,-3829,1,1,0,0,0,1,0,0,0,0,1,0,1,1, 
378,0,1,1,1,-3829,1,1,0,0,0,1,0,0,0,0,1,0,1,1, 
379,0,1,1,1,-3826,1,1,0,0,0,1,0,0,0,0,1,1,1,0, 
380,0,1,1,1,-3827,1,1,0,0,0,1,0,0,0,0,1,1,0,1, 
381,0,1,1,1,-3828,1,1,0,0,0,1,0,0,0,0,1,1,0,0, 
382,0,1,1,1,-3830,1,1,0,0,0,1,0,0,0,0,1,0,1,0, 
383,0,1,1,1,-3832,1,1,0,0,0,1,0,0,0,0,1,0,0,0, 
384,0,1,1,1,-3836,1,1,0,0,0,1,0,0,0,0,0,1,0,0, 
385,0,1,1,1,-3834,1,1,0,0,0,1,0,0,0,0,0,1,1,0, 
386,0,1,1,1,-3835,1,1,0,0,0,1,0,0,0,0,0,1,0,1, 
387,0,1,1,1,-3835,1,1,0,0,0,1,0,0,0,0,0,1,0,1, 
388,0,1,1,1,-3837,1,1,0,0,0,1,0,0,0,0,0,0,1,1, 
389,0,1,1,1,-3840,1,1,0,0,0,1,0,0,0,0,0,0,0,0, 
390,0,1,1,1,-3841,1,1,0,0,0,0,1,1,1,1,1,1,1,1, 
391,0,1,1,1,-3844,1,1,0,0,0,0,1,1,1,1,1,1,0,0, 
392,0,1,1,1,-3847,1,1,0,0,0,0,1,1,1,1,1,0,0,1, 
393,0,1,1,1,-3844,1,1,0,0,0,0,1,1,1,1,1,1,0,0, 
394,0,1,1,1,-3845,1,1,0,0,0,0,1,1,1,1,1,0,1,1, 
395,0,1,1,1,-3845,1,1,0,0,0,0,1,1,1,1,1,0,1,1, 
396,0,1,1,1,-3845,1,1,0,0,0,0,1,1,1,1,1,0,1,1, 
397,0,1,1,1,-3847,1,1,0,0,0,0,1,1,1,1,1,0,0,1, 
398,0,1,1,1,-3848,1,1,0,0,0,0,1,1,1,1,1,0,0,0, 
399,0,1,1,1,-3850,1,1,0,0,0,0,1,1,1,1,0,1,1,0, 
400,0,1,1,1,-3852,1,1,0,0,0,0,1,1,1,1,0,1,0,0, 
401,0,1,1,1,-3852,1,1,0,0,0,0,1,1,1,1,0,1,0,0, 
402,0,1,1,1,-3850,1,1,0,0,0,0,1,1,1,1,0,1,1,0, 
403,0,1,1,1,-3852,1,1,0,0,0,0,1,1,1,1,0,1,0,0, 
404,0,1,1,1,-3849,1,1,0,0,0,0,1,1,1,1,0,1,1,1, 
405,0,1,1,1,-3850,1,1,0,0,0,0,1,1,1,1,0,1,1,0, 
406,0,1,1,1,-3848,1,1,0,0,0,0,1,1,1,1,1,0,0,0, 
407,0,1,1,1,-3846,1,1,0,0,0,0,1,1,1,1,1,0,1,0, 
408,0,1,1,1,-3844,1,1,0,0,0,0,1,1,1,1,1,1,0,0, 
409,0,1,1,1,-3846,1,1,0,0,0,0,1,1,1,1,1,0,1,0, 
410,0,1,1,1,-3845,1,1,0,0,0,0,1,1,1,1,1,0,1,1, 
411,0,1,1,1,-3843,1,1,0,0,0,0,1,1,1,1,1,1,0,1, 
412,0,1,1,1,-3822,1,1,0,0,0,1,0,0,0,1,0,0,1,0, 
413,0,1,1,1,-3713,1,1,0,0,0,1,0,1,1,1,1,1,1,1, 
414,0,1,1,1,-3504,1,1,0,0,1,0,0,1,0,1,0,0,0,0, 
415,0,1,1,1,-3263,1,1,0,0,1,1,0,1,0,0,0,0,0,1, 
416,0,1,1,1,-3064,1,1,0,1,0,0,0,0,0,0,1,0,0,0, 
417,0,1,1,1,-2955,1,1,0,1,0,0,0,1,1,1,0,1,0,1, 
418,0,1,1,1,-2942,1,1,0,1,0,0,1,0,0,0,0,0,1,0, 
419,0,1,1,1,-3014,1,1,0,1,0,0,0,0,1,1,1,0,1,0, 
420,0,1,1,1,-3139,1,1,0,0,1,1,1,0,1,1,1,1,0,1, 
421,0,1,1,1,-3296,1,1,0,0,1,1,0,0,1,0,0,0,0,0, 
422,0,1,1,1,-3476,1,1,0,0,1,0,0,1,1,0,1,1,0,0, 
423,0,1,1,1,-3663,1,1,0,0,0,1,1,0,1,1,0,0,0,1, 
424,0,1,1,1,-3853,1,1,0,0,0,0,1,1,1,1,0,0,1,1, 
425,0,1,1,1,-4036,1,1,0,0,0,0,0,0,1,1,1,1,0,0, 
426,0,1,1,1,-4213,1,0,1,1,1,1,1,0,0,0,1,0,1,1, 
427,0,1,1,1,-4380,1,0,1,1,1,0,1,1,1,0,0,1,0,0, 
428,0,1,1,1,-4535,1,0,1,1,1,0,0,1,0,0,1,0,0,1, 
429,0,1,1,1,-4679,1,0,1,1,0,1,1,0,1,1,1,0,0,1, 
430,0,1,1,1,-4811,1,0,1,1,0,1,0,0,1,1,0,1,0,1, 
431,0,1,1,1,-4934,1,0,1,1,0,0,1,0,1,1,1,0,1,0, 
432,0,1,1,1,-5042,1,0,1,1,0,0,0,1,0,0,1,1,1,0, 
433,0,1,1,1,-5141,1,0,1,0,1,1,1,1,1,0,1,0,1,1, 
434,0,1,1,1,-5227,1,0,1,0,1,1,1,0,0,1,0,1,0,1, 
435,0,1,1,1,-5304,1,0,1,0,1,1,0,1,0,0,1,0,0,0, 
436,0,1,1,1,-5374,1,0,1,0,1,1,0,0,0,0,0,0,1,0, 
437,0,1,1,1,-5439,1,0,1,0,1,0,1,1,0,0,0,0,0,1, 
438,0,1,1,1,-5496,1,0,1,0,1,0,1,0,0,0,1,0,0,0, 
439,0,1,1,1,-5550,1,0,1,0,1,0,0,1,0,1,0,0,1,0, 
440,0,1,1,1,-5598,1,0,1,0,1,0,0,0,1,0,0,0,1,0, 
441,0,1,1,1,-5643,1,0,1,0,0,1,1,1,1,1,0,1,0,1, 
442,0,1,1,1,-5682,1,0,1,0,0,1,1,1,0,0,1,1,1,0, 
443,0,1,1,1,-5720,1,0,1,0,0,1,1,0,1,0,1,0,0,0, 
444,0,1,1,1,-5751,1,0,1,0,0,1,1,0,0,0,1,0,0,1, 
445,0,1,1,1,-5781,1,0,1,0,0,1,0,1,1,0,1,0,1,1, 
446,0,1,1,1,-5807,1,0,1,0,0,1,0,1,0,1,0,0,0,1, 
447,0,1,1,1,-5831,1,0,1,0,0,1,0,0,1,1,1,0,0,1, 
448,0,1,1,1,-5855,1,0,1,0,0,1,0,0,1,0,0,0,0,1, 
449,0,1,1,1,-5873,1,0,1,0,0,1,0,0,0,0,1,1,1,1, 
450,0,1,1,1,-5888,1,0,1,0,0,1,0,0,0,0,0,0,0,0, 
451,0,1,1,1,-5901,1,0,1,0,0,0,1,1,1,1,0,0,1,1, 
452,0,1,1,1,-5914,1,0,1,0,0,0,1,1,1,0,0,1,1,0, 
453,0,1,1,1,-5923,1,0,1,0,0,0,1,1,0,1,1,1,0,1, 
454,0,1,1,1,-5932,1,0,1,0,0,0,1,1,0,1,0,1,0,0, 
455,0,1,1,1,-5943,1,0,1,0,0,0,1,1,0,0,1,0,0,1, 
456,0,1,1,1,-5953,1,0,1,0,0,0,1,0,1,1,1,1,1,1, 
457,0,1,1,1,-5964,1,0,1,0,0,0,1,0,1,1,0,1,0,0, 
458,0,1,1,1,-5974,1,0,1,0,0,0,1,0,1,0,1,0,1,0, 
459,0,1,1,1,-5979,1,0,1,0,0,0,1,0,1,0,0,1,0,1, 
460,0,1,1,1,-5984,1,0,1,0,0,0,1,0,1,0,0,0,0,0, 
461,0,1,1,1,-5989,1,0,1,0,0,0,1,0,0,1,1,0,1,1, 
462,0,1,1,1,-5995,1,0,1,0,0,0,1,0,0,1,0,1,0,1, 
463,0,1,1,1,-6001,1,0,1,0,0,0,1,0,0,0,1,1,1,1, 
464,0,1,1,1,-6007,1,0,1,0,0,0,1,0,0,0,1,0,0,1, 
465,0,1,1,1,-6014,1,0,1,0,0,0,1,0,0,0,0,0,1,0, 
466,0,1,1,1,-6019,1,0,1,0,0,0,0,1,1,1,1,1,0,1, 
467,0,1,1,1,-6020,1,0,1,0,0,0,0,1,1,1,1,1,0,0, 
468,0,1,1,1,-6021,1,0,1,0,0,0,0,1,1,1,1,0,1,1, 
469,0,1,1,1,-6025,1,0,1,0,0,0,0,1,1,1,0,1,1,1, 
470,0,1,1,1,-6025,1,0,1,0,0,0,0,1,1,1,0,1,1,1, 
471,0,1,1,1,-6027,1,0,1,0,0,0,0,1,1,1,0,1,0,1, 
472,0,1,1,1,-6028,1,0,1,0,0,0,0,1,1,1,0,1,0,0, 
473,0,1,1,1,-6030,1,0,1,0,0,0,0,1,1,1,0,0,1,0, 
474,0,1,1,1,-6035,1,0,1,0,0,0,0,1,1,0,1,1,0,1, 
475,0,1,1,1,-6041,1,0,1,0,0,0,0,1,1,0,0,1,1,1, 
476,0,1,1,1,-6039,1,0,1,0,0,0,0,1,1,0,1,0,0,1, 
477,0,1,1,1,-6039,1,0,1,0,0,0,0,1,1,0,1,0,0,1, 
478,0,1,1,1,-6036,1,0,1,0,0,0,0,1,1,0,1,1,0,0, 
479,0,1,1,1,-6036,1,0,1,0,0,0,0,1,1,0,1,1,0,0, 
480,0,1,1,1,-6038,1,0,1,0,0,0,0,1,1,0,1,0,1,0, 
481,0,1,1,1,-6040,1,0,1,0,0,0,0,1,1,0,1,0,0,0, 
482,0,1,1,1,-6040,1,0,1,0,0,0,0,1,1,0,1,0,0,0, 
483,0,1,1,1,-6045,1,0,1,0,0,0,0,1,1,0,0,0,1,1, 
484,0,1,1,1,-6047,1,0,1,0,0,0,0,1,1,0,0,0,0,1, 
485,0,1,1,1,-6041,1,0,1,0,0,0,0,1,1,0,0,1,1,1, 
486,0,1,1,1,-6040,1,0,1,0,0,0,0,1,1,0,1,0,0,0, 
487,0,1,1,1,-6042,1,0,1,0,0,0,0,1,1,0,0,1,1,0, 
488,0,1,1,1,-6043,1,0,1,0,0,0,0,1,1,0,0,1,0,1, 
489,0,1,1,1,-6042,1,0,1,0,0,0,0,1,1,0,0,1,1,0, 
490,0,1,1,1,-6040,1,0,1,0,0,0,0,1,1,0,1,0,0,0, 
491,0,1,1,1,-6040,1,0,1,0,0,0,0,1,1,0,1,0,0,0, 
492,0,1,1,1,-6042,1,0,1,0,0,0,0,1,1,0,0,1,1,0, 
493,0,1,1,1,-6043,1,0,1,0,0,0,0,1,1,0,0,1,0,1, 
494,0,1,1,1,-6044,1,0,1,0,0,0,0,1,1,0,0,1,0,0, 
495,0,1,1,1,-6047,1,0,1,0,0,0,0,1,1,0,0,0,0,1, 
496,0,1,1,1,-6046,1,0,1,0,0,0,0,1,1,0,0,0,1,0, 
497,0,1,1,1,-6044,1,0,1,0,0,0,0,1,1,0,0,1,0,0, 
498,0,1,1,1,-6044,1,0,1,0,0,0,0,1,1,0,0,1,0,0, 
499,0,1,1,1,-6045,1,0,1,0,0,0,0,1,1,0,0,0,1,1, 
500,0,1,1,1,-6045,1,0,1,0,0,0,0,1,1,0,0,0,1,1, 
501,0,1,1,1,-6047,1,0,1,0,0,0,0,1,1,0,0,0,0,1, 
502,0,1,1,1,-6042,1,0,1,0,0,0,0,1,1,0,0,1,1,0, 
503,0,1,1,1,-6039,1,0,1,0,0,0,0,1,1,0,1,0,0,1, 
504,0,1,1,1,-6038,1,0,1,0,0,0,0,1,1,0,1,0,1,0, 
505,0,1,1,1,-6036,1,0,1,0,0,0,0,1,1,0,1,1,0,0, 
506,0,1,1,1,-6034,1,0,1,0,0,0,0,1,1,0,1,1,1,0, 
507,0,1,1,1,-6034,1,0,1,0,0,0,0,1,1,0,1,1,1,0, 
508,0,1,1,1,-6037,1,0,1,0,0,0,0,1,1,0,1,0,1,1, 
509,0,1,1,1,-6040,1,0,1,0,0,0,0,1,1,0,1,0,0,0, 
510,0,1,1,1,-6044,1,0,1,0,0,0,0,1,1,0,0,1,0,0, 
511,0,1,1,1,-6051,1,0,1,0,0,0,0,1,0,1,1,1,0,1, 
512,0,1,1,1,-6034,1,0,1,0,0,0,0,1,1,0,1,1,1,0, 
513,0,1,1,1,-5903,1,0,1,0,0,0,1,1,1,1,0,0,0,1, 
514,0,1,1,1,-5609,1,0,1,0,1,0,0,0,0,1,0,1,1,1, 
515,0,1,1,1,-5215,1,0,1,0,1,1,1,0,1,0,0,0,0,1, 
516,0,1,1,1,-4805,1,0,1,1,0,1,0,0,1,1,1,0,1,1, 
517,0,1,1,1,-4445,1,0,1,1,1,0,1,0,1,0,0,0,1,1, 
518,0,1,1,1,-4166,1,0,1,1,1,1,1,0,1,1,1,0,1,0, 
519,0,1,1,1,-3970,1,1,0,0,0,0,0,1,1,1,1,1,1,0, 
520,0,1,1,1,-3829,1,1,0,0,0,1,0,0,0,0,1,0,1,1, 
521,0,1,1,1,-3730,1,1,0,0,0,1,0,1,1,0,1,1,1,0, 
522,0,1,1,1,-3664,1,1,0,0,0,1,1,0,1,1,0,0,0,0, 
523,0,1,1,1,-3623,1,1,0,0,0,1,1,1,0,1,1,0,0,1, 
524,0,1,1,1,-3604,1,1,0,0,0,1,1,1,1,0,1,1,0,0, 
525,0,1,1,1,-3599,1,1,0,0,0,1,1,1,1,1,0,0,0,1, 
526,0,1,1,1,-3600,1,1,0,0,0,1,1,1,1,1,0,0,0,0, 
527,0,1,1,1,-3606,1,1,0,0,0,1,1,1,1,0,1,0,1,0, 
528,0,1,1,1,-3613,1,1,0,0,0,1,1,1,1,0,0,0,1,1, 
529,0,1,1,1,-3623,1,1,0,0,0,1,1,1,0,1,1,0,0,1, 
530,0,1,1,1,-3634,1,1,0,0,0,1,1,1,0,0,1,1,1,0, 
531,0,1,1,1,-3651,1,1,0,0,0,1,1,0,1,1,1,1,0,1, 
532,0,1,1,1,-3664,1,1,0,0,0,1,1,0,1,1,0,0,0,0, 
533,0,1,1,1,-3679,1,1,0,0,0,1,1,0,1,0,0,0,0,1, 
534,0,1,1,1,-3692,1,1,0,0,0,1,1,0,0,1,0,1,0,0, 
535,0,1,1,1,-3702,1,1,0,0,0,1,1,0,0,0,1,0,1,0, 
536,0,1,1,1,-3711,1,1,0,0,0,1,1,0,0,0,0,0,0,1, 
537,0,1,1,1,-3719,1,1,0,0,0,1,0,1,1,1,1,0,0,1, 
538,0,1,1,1,-3731,1,1,0,0,0,1,0,1,1,0,1,1,0,1, 
539,0,1,1,1,-3743,1,1,0,0,0,1,0,1,1,0,0,0,0,1, 
540,0,1,1,1,-3749,1,1,0,0,0,1,0,1,0,1,1,0,1,1, 
541,0,1,1,1,-3756,1,1,0,0,0,1,0,1,0,1,0,1,0,0, 
542,0,1,1,1,-3762,1,1,0,0,0,1,0,1,0,0,1,1,1,0, 
543,0,1,1,1,-3767,1,1,0,0,0,1,0,1,0,0,1,0,0,1, 
544,0,1,1,1,-3775,1,1,0,0,0,1,0,1,0,0,0,0,0,1, 
545,0,1,1,1,-3783,1,1,0,0,0,1,0,0,1,1,1,0,0,1, 
546,0,1,1,1,-3789,1,1,0,0,0,1,0,0,1,1,0,0,1,1, 
547,0,1,1,1,-3796,1,1,0,0,0,1,0,0,1,0,1,1,0,0, 
548,0,1,1,1,-3804,1,1,0,0,0,1,0,0,1,0,0,1,0,0, 
549,0,1,1,1,-3808,1,1,0,0,0,1,0,0,1,0,0,0,0,0, 
550,0,1,1,1,-3815,1,1,0,0,0,1,0,0,0,1,1,0,0,1, 
551,0,1,1,1,-3818,1,1,0,0,0,1,0,0,0,1,0,1,1,0, 
552,0,1,1,1,-3823,1,1,0,0,0,1,0,0,0,1,0,0,0,1, 
553,0,1,1,1,-3823,1,1,0,0,0,1,0,0,0,1,0,0,0,1, 
554,0,1,1,1,-3826,1,1,0,0,0,1,0,0,0,0,1,1,1,0, 
555,0,1,1,1,-3822,1,1,0,0,0,1,0,0,0,1,0,0,1,0, 
556,0,1,1,1,-3823,1,1,0,0,0,1,0,0,0,1,0,0,0,1, 
557,0,1,1,1,-3824,1,1,0,0,0,1,0,0,0,1,0,0,0,0, 
558,0,1,1,1,-3827,1,1,0,0,0,1,0,0,0,0,1,1,0,1, 
559,0,1,1,1,-3827,1,1,0,0,0,1,0,0,0,0,1,1,0,1, 
560,0,1,1,1,-3827,1,1,0,0,0,1,0,0,0,0,1,1,0,1, 
561,0,1,1,1,-3822,1,1,0,0,0,1,0,0,0,1,0,0,1,0, 
562,0,1,1,1,-3822,1,1,0,0,0,1,0,0,0,1,0,0,1,0, 
563,0,1,1,1,-3821,1,1,0,0,0,1,0,0,0,1,0,0,1,1, 
564,0,1,1,1,-3818,1,1,0,0,0,1,0,0,0,1,0,1,1,0, 
565,0,1,1,1,-3817,1,1,0,0,0,1,0,0,0,1,0,1,1,1, 
566,0,1,1,1,-3818,1,1,0,0,0,1,0,0,0,1,0,1,1,0, 
567,0,1,1,1,-3820,1,1,0,0,0,1,0,0,0,1,0,1,0,0, 
568,0,1,1,1,-3822,1,1,0,0,0,1,0,0,0,1,0,0,1,0, 
569,0,1,1,1,-3820,1,1,0,0,0,1,0,0,0,1,0,1,0,0, 
570,0,1,1,1,-3817,1,1,0,0,0,1,0,0,0,1,0,1,1,1, 
571,0,1,1,1,-3818,1,1,0,0,0,1,0,0,0,1,0,1,1,0, 
572,0,1,1,1,-3819,1,1,0,0,0,1,0,0,0,1,0,1,0,1, 
573,0,1,1,1,-3821,1,1,0,0,0,1,0,0,0,1,0,0,1,1, 
574,0,1,1,1,-3822,1,1,0,0,0,1,0,0,0,1,0,0,1,0, 
575,0,1,1,1,-3822,1,1,0,0,0,1,0,0,0,1,0,0,1,0, 
576,0,1,1,1,-3821,1,1,0,0,0,1,0,0,0,1,0,0,1,1, 
577,0,1,1,1,-3820,1,1,0,0,0,1,0,0,0,1,0,1,0,0, 
578,0,1,1,1,-3820,1,1,0,0,0,1,0,0,0,1,0,1,0,0, 
579,0,1,1,1,-3819,1,1,0,0,0,1,0,0,0,1,0,1,0,1, 
580,0,1,1,1,-3821,1,1,0,0,0,1,0,0,0,1,0,0,1,1, 
581,0,1,1,1,-3822,1,1,0,0,0,1,0,0,0,1,0,0,1,0, 
582,0,1,1,1,-3824,1,1,0,0,0,1,0,0,0,1,0,0,0,0, 
583,0,1,1,1,-3828,1,1,0,0,0,1,0,0,0,0,1,1,0,0, 
584,0,1,1,1,-3828,1,1,0,0,0,1,0,0,0,0,1,1,0,0, 
585,0,1,1,1,-3830,1,1,0,0,0,1,0,0,0,0,1,0,1,0, 
586,0,1,1,1,-3831,1,1,0,0,0,1,0,0,0,0,1,0,0,1, 
587,0,1,1,1,-3830,1,1,0,0,0,1,0,0,0,0,1,0,1,0, 
588,0,1,1,1,-3834,1,1,0,0,0,1,0,0,0,0,0,1,1,0, 
589,0,1,1,1,-3831,1,1,0,0,0,1,0,0,0,0,1,0,0,1, 
